Chrom,Start,End,REL_217	REL_607	
NC_012967,1721142,1721270	0.7421875	0.6875000
NC_012967,1721271,1726398	0.9545543	0.9672323
NC_012967,1726402,1730671	0.9742329	0.9580698
NC_012967,1730676,1731464	0.9390863	0.9441624
NC_012967,1731475,1737484	0.9732069	0.9695457
NC_012967,1737488,1744406	0.9488291	0.9363978
NC_012967,1744410,1745757	0.9547142	0.9309577
NC_012967,1745766,1753177	0.9715288	0.9477803
NC_012967,1753182,1755748	0.9193297	0.9208885
NC_012967,1755751,1756228	0.9538784	0.9622642
NC_012967,1756229,1758807	0.9410396	0.9519007
NC_012967,1758822,1759298	0.9915966	0.8802521
NC_012967,1759321,1759422	0.9306931	0.3663366
NC_012967,1759430,1761381	0.9308047	0.9595079
NC_012967,1761386,1762090	0.9332386	0.8267046
NC_012967,1762091,1763968	0.9893447	0.9302078
NC_012967,1763969,1769200	0.9759128	0.8807111
NC_012967,1769203,1770607	0.9059829	0.9323362
NC_012967,1770608,1772264	0.9692029	0.8460145
NC_012967,1772283,1772617	0.9071856	0.9461078
NC_012967,1772623,1775293	0.9554307	0.9779027
NC_012967,1775294,1775421	0.8110236	1.0000000
NC_012967,1775422,1778064	0.9674489	0.9716124
NC_012967,1778079,1782202	0.9883580	0.9577977
NC_012967,1782207,1783760	0.9433355	0.8654218
NC_012967,1783773,1783872	0.5959596	0.9292929
NC_012967,1783877,1787961	0.9468658	0.9693928
NC_012967,1787962,1788660	0.8810889	0.9871060
NC_012967,1788674,1792154	0.9807471	0.8948276
NC_012967,1792155,1793416	0.9238700	0.9730372
NC_012967,1793417,1795649	0.9318997	0.9838710
NC_012967,1795650,1796866	0.9465461	0.9876645
NC_012967,1796873,1797887	0.9763314	0.9566075
NC_012967,1797903,1799871	0.9679878	0.9517276
NC_012967,1799872,1800893	0.9549462	0.9382958
NC_012967,1800895,1804440	0.9881523	0.8961918
NC_012967,1804445,1806146	0.9082893	0.9165197
NC_012967,1806160,1807461	0.8900846	0.9454266
NC_012967,1807465,1808389	0.8636364	0.9859307
NC_012967,1808393,1809849	0.9553571	0.9210165
NC_012967,1809852,1810988	0.9154930	0.9771127
NC_012967,1810990,1811276	1.0000000	0.6223776
NC_012967,1811280,1811481	0.9751244	0.9303483
NC_012967,1811482,1812931	0.9827467	0.9558316
NC_012967,1812959,1813763	0.9440299	0.8793532
NC_012967,1813774,1813821	1.0000000	0.0000000
NC_012967,1813827,1815051	0.9125817	0.9828432
NC_012967,1815058,1815141	0.9277108	0.8554217
NC_012967,1815143,1815231	1.0000000	0.9545454
NC_012967,1815236,1815813	0.9826690	0.9809359
NC_012967,1815819,1818395	0.9503106	0.8505435
NC_012967,1818401,1818455	1.0000000	0.6666667
NC_012967,1818464,1820509	0.9726161	0.9222494
NC_012967,1820512,1823629	0.9284568	0.9643888
NC_012967,1823649,1824771	0.9313725	0.9099822
NC_012967,1824780,1824822	0.9285714	0.9523810
NC_012967,1824825,1826989	0.9376155	0.9524029
NC_012967,1826991,1827226	0.9319149	0.8851064
NC_012967,1827230,1829490	0.9858407	0.9597345
NC_012967,1829492,1835854	0.9731216	0.9651053
NC_012967,1835857,1836178	0.9127726	0.9781932
NC_012967,1836186,1837947	0.9903464	0.9540034
NC_012967,1837949,1839703	0.9726340	0.9435576
NC_012967,1839705,1847904	0.9575558	0.9460910
NC_012967,1847913,1851024	0.9742848	0.9604629
NC_012967,1851034,1857199	0.9714518	0.9318735
NC_012967,1858261,1858348	0.4137931	0.7586207
NC_012967,1858366,1858458	0.3913043	1.0000000
NC_012967,1858476,1859155	0.8807069	0.9572901
NC_012967,1859156,1859946	0.9721519	0.9670886
NC_012967,1859965,1860038	1.0000000	0.7808219
NC_012967,1860048,1861261	0.9892828	0.9612531
NC_012967,1861273,1863753	0.9258065	0.9512097
NC_012967,1863765,1866747	0.9258887	0.9607646
NC_012967,1866749,1868490	0.9551982	0.9546238
NC_012967,1868506,1870439	0.9736161	0.9156751
NC_012967,1870443,1871118	0.9911111	0.9037037
NC_012967,1871130,1876597	0.9314066	0.9526249
NC_012967,1876612,1878542	0.9715026	0.9642487
NC_012967,1878547,1880496	0.9497178	0.9579272
NC_012967,1880498,1883235	0.9473876	0.9525027
NC_012967,1883246,1886562	0.9725573	0.9604946
NC_012967,1886572,1890026	0.9652576	0.9849450
NC_012967,1890027,1893652	0.9219310	0.9326897
NC_012967,1893657,1894924	0.8595107	0.9597474
NC_012967,1894928,1896076	0.9233450	0.9372822
NC_012967,1896084,1896899	0.9595092	0.9668711
NC_012967,1896904,1905503	0.9672055	0.9679033
NC_012967,1905512,1906795	0.9524552	0.9454404
NC_012967,1906800,1908596	0.9576837	0.9454343
NC_012967,1908608,1910538	0.9528497	0.9497409
NC_012967,1910542,1911704	0.9113597	0.9423408
NC_012967,1911721,1911836	0.4086956	1.0000000
NC_012967,1911854,1914513	0.9465964	0.9349380
NC_012967,1914516,1914854	1.0000000	0.6508875
NC_012967,1914866,1917974	0.9491634	0.9832690
NC_012967,1917995,1922661	0.9164166	0.9667810
NC_012967,1922670,1924142	0.9436141	0.9123641
NC_012967,1924154,1924352	0.7272727	0.8333333
NC_012967,1924356,1924771	0.7518072	0.9373494
NC_012967,1924780,1925199	0.9785203	0.7350835
NC_012967,1925204,1925256	0.8653846	0.9807692
NC_012967,1925257,1929340	0.9882439	0.9674259
NC_012967,1929349,1929690	0.9501466	0.9677419
NC_012967,1929698,1934098	0.9527273	0.9295455
NC_012967,1934099,1936919	0.9677305	0.9804965
NC_012967,1936920,1937048	0.8906250	0.8906250
NC_012967,1937056,1937939	0.9501699	0.9796150
NC_012967,1937948,1938051	0.9514563	0.9223301
NC_012967,1938065,1938835	0.9675325	0.9727273
NC_012967,1938836,1941900	0.9578982	0.9027415
NC_012967,1941920,1943068	0.9721254	0.8832753
NC_012967,1943121,1943813	0.9580925	0.8338150
NC_012967,1943825,1943891	1.0000000	0.0000000
NC_012967,1943935,1944367	0.8495370	0.9259259
NC_012967,1944380,1944785	0.8814815	0.9654321
NC_012967,1944794,1945695	0.9589345	0.9611543
NC_012967,1945697,1945874	0.8700565	0.8813559
NC_012967,1945889,1945911	0.0000000	1.0000000
NC_012967,1945914,1946633	0.9666203	0.8762169
NC_012967,1946636,1946704	1.0000000	0.8676471
NC_012967,1946710,1947008	0.9429530	0.9932886
NC_012967,1947015,1947077	0.7580645	1.0000000
NC_012967,1947079,1949915	0.9643865	0.9411142
NC_012967,1949928,1951516	0.9515113	0.9408060
NC_012967,1951522,1953763	0.9736724	0.8871040
NC_012967,1953772,1955253	0.9500338	0.9594868
NC_012967,1955254,1958902	0.9608004	0.9429824
NC_012967,1958905,1962156	0.9572439	0.9609351
NC_012967,1962173,1965626	0.9516363	0.9229655
NC_012967,1965627,1966746	0.9401251	0.9535300
NC_012967,1966756,1966816	0.8833333	0.8000000
NC_012967,1966832,1966914	0.9024390	0.8048781
NC_012967,1966928,1969803	0.9846957	0.9638261
NC_012967,1969804,1972390	0.9613302	0.9489559
NC_012967,1972394,1973395	0.9140859	0.9300699
NC_012967,1973881,1973926	0.8000000	0.8000000
NC_012967,1973937,1980153	0.9564028	0.9446589
NC_012967,1980159,1980409	0.9640000	0.9640000
NC_012967,1980411,1983784	0.9842870	0.9092796
NC_012967,1983786,1986001	0.9652370	0.9638826
NC_012967,1986004,1988025	0.9782286	0.9599208
NC_012967,1988029,1989630	0.9375390	0.9618988
NC_012967,1989632,1993167	0.9773692	0.9711457
NC_012967,1993168,1995605	0.9392696	0.9766106
NC_012967,1995623,1997473	0.8945946	0.9064865
NC_012967,1997482,1999811	0.9360241	0.9562044
NC_012967,1999813,2002775	0.9182984	0.9632006
NC_012967,2002777,2003130	0.9886686	0.8810198
NC_012967,2003133,2006612	0.9629204	0.9192297
NC_012967,2006620,2007021	0.9177057	0.9950125
NC_012967,2007028,2007533	0.9861386	0.7306930
NC_012967,2007537,2010436	0.9830976	0.9699897
NC_012967,2010442,2015724	0.9469898	0.9528587
NC_012967,2015728,2016399	0.8926975	0.7675112
NC_012967,2016403,2016565	0.7283950	0.7469136
NC_012967,2016566,2019160	0.9710871	0.9086353
NC_012967,2019163,2019239	0.9473684	0.6447368
NC_012967,2019248,2020502	0.9649123	0.8987241
NC_012967,2020505,2021454	0.9557429	0.8282403
NC_012967,2021474,2021568	1.0000000	0.9255319
NC_012967,2021569,2021931	0.7734807	0.8397790
NC_012967,2021967,2023335	0.9634503	0.9554093
NC_012967,2023337,2024839	0.9627164	0.9480692
NC_012967,2024852,2028171	0.9231696	0.9683639
NC_012967,2028177,2031404	0.9185001	0.9625039
NC_012967,2031411,2031677	0.9812030	0.9172933
NC_012967,2031703,2031903	0.8800000	0.9900000
NC_012967,2031919,2032183	0.8030303	1.0000000
NC_012967,2032184,2032294	0.3272727	0.9727273
NC_012967,2032299,2032459	0.9250000	0.8312500
NC_012967,2032463,2034029	0.9425287	0.9080459
NC_012967,2034038,2034138	0.8200000	0.9900000
NC_012967,2034140,2034221	0.9506173	0.8888889
NC_012967,2034222,2034479	0.8793774	0.9377432
NC_012967,2034977,2035013	0.0000000	1.0000000
NC_012967,2035031,2035375	0.9680232	0.7819768
NC_012967,2035376,2035420	0.9772727	0.8181818
NC_012967,2035438,2035474	1.0000000	0.0000000
NC_012967,2035479,2036950	0.8946295	0.9340585
NC_012967,2036955,2037458	0.9502982	0.8747515
NC_012967,2037463,2039032	0.9490121	0.9681326
NC_012967,2039034,2039226	0.7343750	0.9635417
NC_012967,2039231,2039326	0.7789474	0.8631579
NC_012967,2039331,2039495	1.0000000	0.8353658
NC_012967,2039500,2040285	0.9350318	0.8866242
NC_012967,2040286,2041416	0.9070796	0.9398230
NC_012967,2041431,2042102	0.9701937	0.8614009
NC_012967,2042113,2042150	0.9729730	0.9729730
NC_012967,2042161,2043372	0.9025599	0.8909992
NC_012967,2043385,2049573	0.9528119	0.9526503
NC_012967,2049575,2051515	0.9747423	0.9030928
NC_012967,2051521,2051804	0.9434629	0.9469965
NC_012967,2051818,2051867	0.7346939	0.7755102
NC_012967,2051870,2052534	0.9292169	0.9954819
NC_012967,2052541,2053202	0.9606656	0.9122542
NC_012967,2053207,2053713	0.9505929	0.8992095
NC_012967,2053714,2054191	0.9392034	0.9329140
NC_012967,2054197,2055782	0.9205047	0.9652997
NC_012967,2055798,2056348	0.9200000	0.8563637
NC_012967,2056354,2057851	0.9766199	0.9405478
NC_012967,2057865,2058797	0.9699571	0.9163090
NC_012967,2058806,2058861	1.0000000	0.0000000
NC_012967,2058868,2059192	0.8302469	0.8827161
NC_012967,2059200,2059245	0.9555556	0.9777778
NC_012967,2059248,2064528	0.9428030	0.9693182
NC_012967,2064532,2064699	0.8023952	0.7904192
NC_012967,2064709,2067379	0.9561798	0.9288390
NC_012967,2067385,2070017	0.9289514	0.9380699
NC_012967,2070025,2071617	0.9365578	0.9522613
NC_012967,2071623,2075581	0.9343103	0.9456797
NC_012967,2075583,2076863	0.9796875	0.9304687
NC_012967,2076882,2077568	0.8819242	0.9708455
NC_012967,2077570,2077798	0.8991228	0.9254386
NC_012967,2077805,2079703	0.9494205	0.9436249
NC_012967,2079705,2079804	1.0000000	0.4343434
NC_012967,2079806,2079990	0.8043478	0.8695652
NC_012967,2080000,2080061	0.8852459	0.9016393
NC_012967,2080063,2080804	0.9554656	0.8744940
NC_012967,2080814,2081798	0.9126016	0.9095529
NC_012967,2081799,2082107	0.8733766	0.9285714
NC_012967,2082113,2082738	0.9344000	0.9296000
NC_012967,2082740,2082915	0.9142857	0.9257143
NC_012967,2082919,2083365	0.9843049	0.9327354
NC_012967,2083367,2084566	0.9307756	0.9491243
NC_012967,2084572,2084697	0.9360000	1.0000000
NC_012967,2084698,2087206	0.9174641	0.9565391
NC_012967,2087218,2088192	0.9876797	0.9075975
NC_012967,2088204,2088763	0.8944544	0.8067979
NC_012967,2088767,2090998	0.9762439	0.9067683
NC_012967,2091010,2091277	0.9101124	0.8614232
NC_012967,2091281,2092260	0.9182839	0.9284984
NC_012967,2092275,2093915	0.9280488	0.9384146
NC_012967,2093921,2094006	0.9411765	0.9294118
NC_012967,2094014,2094422	0.9828432	0.8750000
NC_012967,2094425,2094762	0.9436202	0.8516321
NC_012967,2094777,2095194	0.9160671	0.8009592
NC_012967,2095201,2095556	1.0000000	0.9211268
NC_012967,2095564,2096248	0.9590643	0.9736842
NC_012967,2096251,2097094	0.9264532	0.9964413
NC_012967,2097105,2099439	0.9490145	0.9164525
NC_012967,2099477,2099523	0.8478261	0.7826087
NC_012967,2099526,2103308	0.9579588	0.9698572
NC_012967,2103310,2105101	0.9575656	0.9430486
NC_012967,2105103,2105681	0.9930796	0.9775087
NC_012967,2105682,2106623	0.8469713	0.9309245
NC_012967,2106627,2108023	0.9684814	0.9040115
NC_012967,2108026,2108462	0.7614679	0.9610091
NC_012967,2108475,2108560	1.0000000	0.4235294
NC_012967,2108566,2108945	0.8179420	0.9393140
NC_012967,2108949,2109637	0.9200581	0.8546512
NC_012967,2109641,2109912	0.7601476	0.7011070
NC_012967,2109914,2111860	0.9439877	0.9419321
NC_012967,2111863,2112538	0.8355556	0.8666667
NC_012967,2112545,2112850	0.9639344	0.9704918
NC_012967,2112853,2114191	0.9843049	0.9715994
NC_012967,2114193,2114271	0.6153846	0.7948718
NC_012967,2114277,2114827	0.9436364	0.8436363
NC_012967,2114831,2114876	1.0000000	0.8000000
NC_012967,2114877,2114920	0.0000000	1.0000000
NC_012967,2114926,2115318	1.0000000	0.8979592
NC_012967,2115320,2115427	0.9813084	0.9532710
NC_012967,2115429,2116861	0.9657821	0.9162011
NC_012967,2116863,2117333	0.9170213	0.8765957
NC_012967,2117339,2123528	0.9541121	0.9410244
NC_012967,2123529,2125205	0.9570405	0.9618139
NC_012967,2125221,2128729	0.9538198	0.8976625
NC_012967,2129200,2129948	0.9438503	0.8502674
NC_012967,2129951,2134064	0.9457816	0.9299781
NC_012967,2134070,2135677	0.9564406	0.8438084
NC_012967,2135683,2137026	0.9434103	0.9285182
NC_012967,2137027,2140210	0.9622997	0.9010367
NC_012967,2140213,2141384	0.9803587	0.9684031
NC_012967,2141389,2142506	0.9668756	0.9588183
NC_012967,2142509,2143168	0.9408194	0.9165402
NC_012967,2143722,2144354	0.9841772	0.9762658
NC_012967,2144359,2148662	0.9560772	0.9467813
NC_012967,2148663,2148768	0.9809524	0.9142857
NC_012967,2148770,2150815	0.9706602	0.8958435
NC_012967,2150828,2152302	0.9898236	0.8819539
NC_012967,2152308,2153776	0.9632152	0.9441417
NC_012967,2153777,2154391	0.8908795	0.9153094
NC_012967,2154398,2157968	0.9319327	0.9061624
NC_012967,2157970,2158497	0.9810247	0.8538899
NC_012967,2158505,2158738	0.9141631	0.5064378
NC_012967,2158748,2159297	1.0000000	0.9271402
NC_012967,2159320,2159596	0.8804348	0.8333333
NC_012967,2159604,2161003	0.9599714	0.9063617
NC_012967,2161016,2161652	0.9685535	0.9433962
NC_012967,2161654,2161690	0.0000000	1.0000000
NC_012967,2161714,2162113	0.9097744	0.7468672
NC_012967,2162135,2163055	0.9706522	0.9076087
NC_012967,2163056,2164475	0.9598309	0.9788584
NC_012967,2164478,2167110	0.9673252	0.9183131
NC_012967,2167111,2168742	0.9534028	0.9239730
NC_012967,2168744,2170452	0.9713115	0.8987119
NC_012967,2170463,2170499	1.0000000	0.0000000
NC_012967,2170509,2172414	0.9034120	0.9622047
NC_012967,2172421,2173132	0.9479606	0.8382560
NC_012967,2173155,2174279	0.9368327	0.8389680
NC_012967,2174280,2175322	0.7975048	0.9606526
NC_012967,2175332,2177124	0.8515625	0.9787946
NC_012967,2177128,2177567	0.8838269	0.9043280
NC_012967,2177568,2178005	1.0000000	0.9565217
NC_012967,2178024,2178164	0.9285714	0.9857143
NC_012967,2178177,2179782	0.9395639	0.9501557
NC_012967,2179794,2180280	0.9650206	0.9753087
NC_012967,2180285,2180321	1.0000000	0.0000000
NC_012967,2180337,2180422	0.7647059	0.5058824
NC_012967,2180444,2180650	0.8737864	0.6262136
NC_012967,2180654,2182461	0.9684560	0.8788046
NC_012967,2182479,2184804	0.9746237	0.9427957
NC_012967,2184813,2186327	0.9431968	0.9273448
NC_012967,2186335,2186843	1.0000000	0.9527559
NC_012967,2186845,2191131	0.9535698	0.9451703
NC_012967,2191134,2191225	1.0000000	0.8131868
NC_012967,2191231,2196227	0.9343475	0.9313451
NC_012967,2196234,2196725	1.0000000	0.9368635
NC_012967,2196730,2197761	0.9990301	0.9379243
NC_012967,2197765,2197861	0.9270833	0.8645833
NC_012967,2197868,2201459	0.9807853	0.9738234
NC_012967,2201461,2202170	0.9520451	0.9351199
NC_012967,2202178,2204526	0.9821124	0.9314310
NC_012967,2204528,2205765	0.9514955	0.9159256
NC_012967,2205768,2206097	0.9027356	0.8966565
NC_012967,2206106,2206756	0.9384615	0.9523077
NC_012967,2206758,2209242	0.9557166	0.9722222
NC_012967,2209251,2209491	0.7833334	0.9625000
NC_012967,2209493,2211438	0.9727507	0.9578406
NC_012967,2211440,2211927	0.6919918	1.0000000
NC_012967,2211933,2212230	0.8855219	0.8956229
NC_012967,2212246,2214546	0.9569565	0.9604348
NC_012967,2214550,2215013	0.9265659	0.8660907
NC_012967,2215017,2215093	0.9736842	0.7631579
NC_012967,2215110,2216897	0.9210968	0.9071069
NC_012967,2216901,2219237	0.9640411	0.9404966
NC_012967,2219250,2219340	1.0000000	0.5888889
NC_012967,2219343,2219431	1.0000000	0.5000000
NC_012967,2219432,2220096	0.8930723	0.9427711
NC_012967,2220097,2224664	0.9365010	0.9726297
NC_012967,2224673,2225533	0.8941860	0.9313954
NC_012967,2225535,2226103	0.9700704	0.8309859
NC_012967,2226115,2226232	0.8632479	0.8632479
NC_012967,2226239,2226734	1.0000000	0.9333333
NC_012967,2226738,2228528	0.9709497	0.9067039
NC_012967,2228529,2229270	0.9743590	0.9635627
NC_012967,2229274,2230673	0.9785561	0.9220872
NC_012967,2230676,2232047	0.9759300	0.9649891
NC_012967,2232073,2233432	0.9639441	0.9396615
NC_012967,2233434,2233993	0.8568873	0.9266548
NC_012967,2234004,2234868	0.8993056	0.8842593
NC_012967,2234869,2237456	0.9482026	0.9737147
NC_012967,2237459,2237519	0.6000000	0.8500000
NC_012967,2237523,2238507	0.9705285	0.8831301
NC_012967,2238511,2241294	0.9162774	0.9346030
NC_012967,2241303,2241339	1.0000000	0.0000000
NC_012967,2241351,2243009	0.9095296	0.9197829
NC_012967,2243024,2243223	0.8040201	0.9798995
NC_012967,2243225,2244114	0.9538808	0.9482565
NC_012967,2244124,2244525	0.9451371	0.9002494
NC_012967,2244529,2246614	0.9400480	0.9304556
NC_012967,2246619,2250913	0.9492315	0.9236143
NC_012967,2250915,2251046	0.8931298	0.7328244
NC_012967,2251048,2253635	0.9625048	0.9277155
NC_012967,2253641,2254534	0.9462486	0.8712206
NC_012967,2254540,2254588	0.7500000	0.7916667
NC_012967,2254651,2254673	1.0000000	0.0000000
NC_012967,2254741,2254777	0.0000000	1.0000000
NC_012967,2254849,2254896	0.0000000	1.0000000
NC_012967,2254950,2255045	0.7473684	1.0000000
NC_012967,2255046,2255642	0.9714765	0.8859060
NC_012967,2255647,2259114	0.9711566	0.9281800
NC_012967,2259122,2262828	0.9365893	0.9271452
NC_012967,2262834,2262884	0.7200000	0.7800000
NC_012967,2263369,2273937	0.9516465	0.9514572
NC_012967,2273956,2274553	0.9832496	1.0000000
NC_012967,2274569,2278225	0.9677243	0.9562363
NC_012967,2278232,2278306	0.7837838	0.9729730
NC_012967,2278342,2284884	0.9587282	0.9570467
NC_012967,2284887,2286474	0.9451796	0.9269061
NC_012967,2286476,2300760	0.9608653	0.9463035
NC_012967,2300775,2302333	0.9287548	0.9313222
NC_012967,2302347,2302453	0.7735849	0.9056604
NC_012967,2302459,2304387	0.9626556	0.9579875
NC_012967,2304389,2305826	0.9450244	0.9659012
NC_012967,2305829,2307396	0.9834078	0.9004467
NC_012967,2307407,2309346	0.9690562	0.9473956
NC_012967,2309354,2318708	0.9677144	0.9429121
NC_012967,2318713,2319568	0.9473684	0.9532164
NC_012967,2319570,2322407	0.9481847	0.9277406
NC_012967,2322425,2322512	0.8045977	1.0000000
NC_012967,2322520,2323439	0.9303591	0.8726877
NC_012967,2323444,2324481	0.8476374	0.9836066
NC_012967,2324509,2325526	0.9410030	0.8790560
NC_012967,2325528,2325913	0.9818182	0.8805195
NC_012967,2325915,2332142	0.9400995	0.9216316
NC_012967,2332151,2333731	0.9367089	0.9430380
NC_012967,2333734,2335305	0.9669001	0.8313176
NC_012967,2335316,2337772	0.9584690	0.9694625
NC_012967,2337775,2337937	0.7716050	0.9691358
NC_012967,2337941,2341474	0.9374470	0.9507501
NC_012967,2341483,2342765	0.9352574	0.9383776
NC_012967,2342770,2344254	0.9622642	0.8989218
NC_012967,2344255,2344291	1.0000000	0.0000000
NC_012967,2344292,2344415	0.9268293	0.7967480
NC_012967,2344427,2346162	0.9700288	0.9469740
NC_012967,2346169,2346333	0.7987805	0.9878049
NC_012967,2346344,2348809	0.9464503	0.9610547
NC_012967,2348813,2349223	0.9536585	0.9463415
NC_012967,2349229,2350630	0.9700214	0.9400429
NC_012967,2350632,2350692	0.6000000	1.0000000
NC_012967,2350701,2352255	0.9613900	0.9755470
NC_012967,2352276,2353076	0.9837500	0.8900000
NC_012967,2353077,2353755	0.9896755	0.9277286
NC_012967,2353757,2354014	0.9922179	0.6186770
NC_012967,2354025,2356640	0.9445507	0.9384321
NC_012967,2356656,2362122	0.9820710	0.9678010
NC_012967,2362132,2364920	0.9386657	0.9282640
NC_012967,2364924,2367622	0.9729429	0.9477391
NC_012967,2367635,2368092	0.8643326	0.8752735
NC_012967,2368097,2368224	0.6850393	1.0000000
NC_012967,2368225,2368261	1.0000000	0.0000000
NC_012967,2368276,2371038	0.9558291	0.9887763
NC_012967,2371049,2371813	0.8861257	0.9502618
NC_012967,2371821,2372024	0.9704434	0.9901478
NC_012967,2372028,2373453	0.9431579	0.9445614
NC_012967,2373456,2374761	0.9570881	0.9655172
NC_012967,2374762,2374873	1.0000000	0.5765766
NC_012967,2374875,2375089	0.8691589	0.7990654
NC_012967,2375091,2377789	0.9551520	0.9521868
NC_012967,2377791,2381301	0.9333333	0.9481481
NC_012967,2381302,2381358	0.7142857	0.8750000
NC_012967,2381360,2382473	0.9874214	0.9442947
NC_012967,2382489,2382617	1.0000000	0.6562500
NC_012967,2382632,2383289	0.9208524	0.9284627
NC_012967,2383290,2385548	0.9176262	0.9344553
NC_012967,2385549,2387567	0.9767096	0.9231912
NC_012967,2387568,2387813	0.9306123	0.8979592
NC_012967,2387819,2388643	0.8264563	0.9793689
NC_012967,2388645,2389074	0.9254079	0.9254079
NC_012967,2389075,2389636	0.9732620	0.9073084
NC_012967,2389652,2390024	0.9354839	0.8467742
NC_012967,2390051,2390511	0.7847826	0.9434783
NC_012967,2390537,2390600	0.5714286	1.0000000
NC_012967,2390619,2392706	0.9472927	0.9707714
NC_012967,2392708,2395326	0.9427044	0.9824293
NC_012967,2395331,2396759	0.9579832	0.9824930
NC_012967,2396766,2398114	0.9569733	0.9636499
NC_012967,2398133,2406661	0.9482880	0.9589587
NC_012967,2406662,2407137	0.9600000	0.8926316
NC_012967,2407140,2407548	0.9117647	0.9632353
NC_012967,2407565,2407601	0.0000000	1.0000000
NC_012967,2408089,2412217	0.9491279	0.9670542
NC_012967,2412225,2415150	0.9227350	0.9774359
NC_012967,2415154,2419068	0.9772611	0.9849259
NC_012967,2419079,2424158	0.9521559	0.9556999
NC_012967,2424166,2424285	0.7983193	1.0000000
NC_012967,2424289,2424899	0.8918033	0.8836066
NC_012967,2424901,2425648	0.9277108	0.8755020
NC_012967,2425650,2425970	1.0000000	0.8875000
NC_012967,2425985,2427336	0.9763138	0.9859363
NC_012967,2427337,2428714	0.9978213	0.9745824
NC_012967,2428717,2430778	0.9573023	0.9267346
NC_012967,2430785,2435431	0.9631941	0.9455445
NC_012967,2435432,2441059	0.9447308	0.9173627
NC_012967,2441068,2448331	0.9654413	0.9468539
NC_012967,2448333,2448559	0.9336283	0.8318584
NC_012967,2448562,2448934	0.8924731	0.9301075
NC_012967,2448938,2449032	0.9042553	0.8085107
NC_012967,2449035,2450982	0.9815100	0.9820236
NC_012967,2450986,2453968	0.9678068	0.9366197
NC_012967,2453977,2454068	1.0000000	0.5934066
NC_012967,2454076,2454969	0.8633819	0.9249720
NC_012967,2454984,2455464	0.9729167	0.9791667
NC_012967,2455468,2456957	0.9509738	0.9650772
NC_012967,2456959,2458511	0.9832474	0.9349227
NC_012967,2458513,2470540	0.9491976	0.9692359
NC_012967,2470550,2471306	0.8756614	0.8941799
NC_012967,2471307,2474001	0.9398664	0.9420936
NC_012967,2474024,2474654	0.9746032	0.8333333
NC_012967,2474671,2474752	0.4444444	0.8148148
NC_012967,2474753,2474930	0.6949152	0.9378531
NC_012967,2474934,2475004	0.0000000	1.0000000
NC_012967,2475026,2475164	0.8478261	0.4927536
NC_012967,2475171,2476066	0.9385475	0.8636872
NC_012967,2476077,2476418	0.9648094	0.9560117
NC_012967,2476434,2476618	0.7282609	0.8641304
NC_012967,2476624,2479847	0.9658703	0.9286379
NC_012967,2479851,2480920	0.9653882	0.9569691
NC_012967,2480934,2482067	0.9426302	0.9479259
NC_012967,2482069,2482416	0.9625360	0.8386167
NC_012967,2482431,2482837	0.9802955	0.9088670
NC_012967,2482841,2483046	0.9853659	0.6634147
NC_012967,2483049,2487144	0.9438339	0.9235653
NC_012967,2487151,2487208	1.0000000	0.0000000
NC_012967,2487217,2490440	0.9394974	0.9227428
NC_012967,2490461,2490677	0.9629630	0.8703704
NC_012967,2490678,2492061	0.9718004	0.9161243
NC_012967,2492062,2493777	0.8682216	0.9492711
NC_012967,2493793,2494970	0.8836024	0.8572642
NC_012967,2494973,2495698	0.8951724	0.9558620
NC_012967,2495707,2497441	0.9169550	0.9711649
NC_012967,2497444,2500935	0.9369808	0.9495847
NC_012967,2500948,2502079	0.9098143	0.9071618
NC_012967,2502089,2510427	0.9610218	0.9616215
NC_012967,2510432,2511101	0.9865471	0.9357250
NC_012967,2511104,2511392	0.9340278	0.6909722
NC_012967,2511394,2511502	1.0000000	0.5000000
NC_012967,2511509,2512195	0.9533527	0.9664723
NC_012967,2512204,2515386	0.9619736	0.9352608
NC_012967,2515397,2515489	1.0000000	0.5000000
NC_012967,2515490,2517820	0.9759657	0.9167382
NC_012967,2517827,2519540	0.9480444	0.9684764
NC_012967,2519553,2523292	0.9705803	0.9550682
NC_012967,2523298,2523507	0.8708134	0.7990431
NC_012967,2523545,2524366	0.9342266	0.9719854
NC_012967,2524369,2524579	1.0000000	0.8952381
NC_012967,2524581,2528816	0.9778040	0.9050767
NC_012967,2528818,2528919	0.9306931	0.7128713
NC_012967,2528931,2531265	0.9815767	0.9610111
NC_012967,2531268,2532592	0.9622356	0.9486405
NC_012967,2532597,2533775	0.9719864	0.9592530
NC_012967,2533781,2536347	0.9279034	0.9676539
NC_012967,2536348,2536461	1.0000000	0.4867257
NC_012967,2536462,2539154	0.9784547	0.9249629
NC_012967,2539180,2539276	0.8020833	1.0000000
NC_012967,2539280,2540531	0.9136690	0.9448441
NC_012967,2540575,2540948	0.8847185	0.9356568
NC_012967,2540951,2541035	0.7619048	0.8928571
NC_012967,2541051,2541168	0.9316239	0.7606838
NC_012967,2541179,2544176	0.9456123	0.9616283
NC_012967,2544178,2544776	0.9515050	0.9214047
NC_012967,2544777,2547439	0.9376408	0.9425244
NC_012967,2547447,2547504	0.6842105	1.0000000
NC_012967,2547514,2547767	0.8972332	0.8498024
NC_012967,2547770,2551355	0.9506276	0.9408647
NC_012967,2551362,2552260	0.9699332	0.9677060
